Date,Open,High,Low,Close,Volume,Market Cap,AverageBlockSize,AverageBlockTime,AverageHashRate,AverageTransactionFee,Gold,VIX,SP500,Tweets,GoogleTrends
2017-01-02,998.6170043945312,1031.390014648438,996.7020263671876,1021.75,222184992.0,16429024775.0,944795.0,9.057,2.28672906356822e+18,0.392,,,,26461.0,26.119
2017-01-03,1021.599975585938,1044.079956054688,1021.599975585938,1043.839965820312,185168000.0,16786368910.1,906491.0,8.78,2.65969524098077e+18,0.396,1148.65,12.85,2257.83,27269.0,24.111
2017-01-04,1044.400024414062,1159.420043945312,1044.400024414062,1154.72998046875,344945984.0,18571869009.0,985980.0,9.412,2.42521911629285e+18,0.633,1165.9,11.85,2270.75,31611.0,27.987
2017-01-05,1156.72998046875,1191.099975585938,910.4169921875,1013.380004882812,510199008.0,16300254795.1,984114.0,10.286,2.50116233550705e+18,0.417,1173.05,11.67,2269.0,33407.0,33.725
2017-01-06,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,351876000.0,14513695758.4,984248.0,8.944,2.33832514963797e+18,0.342,1178.0,11.32,2276.98,29065.0,28.983
2017-01-07,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,279550016.0,14618030536.4,987163.0,10.435,2.36941478618623e+18,0.326,,,,22717.0,24.453
2017-01-08,908.1749877929688,942.7239990234376,887.2490234375,911.198974609375,158715008.0,14661966429.1,810337.0,8.623,2.33864493268996e+18,0.319,,,,19595.0,21.574
2017-01-09,913.2440185546876,913.6859741210938,879.8070068359375,902.8280029296876,141876992.0,14528815565.3,922920.0,10.588,2.52440126462998e+18,0.337,1176.1,11.56,2268.9,23277.0,20.915
2017-01-10,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,115808000.0,14608685049.4,959638.0,9.0,2.24000742500809e+18,0.333,1183.2,11.49,2268.9,22918.0,18.725
2017-01-11,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,310928992.0,12519135995.7,922933.0,9.412,2.75059193124318e+18,0.311,1187.55,11.26,2275.32,29228.0,21.916
2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,222326000.0,12956730411.3,801596.0,8.372,2.70217077095073e+18,0.279,1206.65,11.54,2270.44,30387.0,23.089
2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,168968000.0,13266554392.0,840405.0,9.6,2.87538440843946e+18,0.287,1196.35,11.23,2274.64,28785.0,18.549
2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,93063296.0,13178601991.8,742684.0,8.372,2.61996087249847e+18,0.296,,,,22367.0,17.537
2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,71013600.0,13234840657.1,676985.0,8.623,2.81942012047141e+18,0.285,,,,22232.0,16.022
2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,82755200.0,13393372619.5,758252.0,8.521,2.86145134543234e+18,0.32,1202.75,,,24103.0,16.001
2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,155095008.0,14625779851.2,900159.0,9.114,2.66826914693288e+18,0.327,1217.5,11.87,2267.89,25648.0,17.858
2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,225676992.0,14284036612.6,893760.0,9.6,2.70285737405468e+18,0.321,1212.5,12.48,2271.89,26491.0,16.681
2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,105625000.0,14486616700.1,834286.0,8.276,2.66671918733188e+18,0.333,1203.35,12.78,2263.69,27848.0,15.508
2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,86728400.0,14423545370.8,722190.0,7.619,2.95962394342367e+18,0.314,1199.1,11.54,2271.31,23365.0,15.508
2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,111158000.0,14856911162.8,693006.0,7.956,3.18021005591928e+18,0.329,,,,20833.0,15.005
2017-01-22,922.2050170898438,937.5250244140624,897.5640258789062,924.6729736328124,116573000.0,14905439337.4,674477.0,8.276,2.97361528971451e+18,0.339,,,,20816.0,14.663
2017-01-23,925.4990234375,928.2659912109376,916.7379760742188,921.0120239257812,73588600.0,14848013908.9,908601.0,10.435,3.17247967848468e+18,0.425,1213.75,11.77,2265.2,24809.0,14.844
2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,111349000.0,14393026385.0,973575.0,9.664,2.70990573450384e+18,0.467,1213.3,11.07,2280.07,28304.0,15.0
2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,120831000.0,14537488261.3,987758.0,9.664,2.89170787502383e+18,0.396,1203.5,10.81,2298.37,27278.0,15.84
2017-01-26,902.39501953125,919.3259887695312,902.2239990234376,917.5859985351562,131958000.0,14797955301.3,993055.0,9.29,3.08067105430832e+18,0.356,1191.55,10.63,2296.68,24366.0,13.988
2017-01-27,918.3590087890624,923.2230224609376,915.8460083007812,919.75,125594000.0,14834831700.0,837597.0,8.471,3.23122101974701e+18,0.396,1184.2,10.58,2294.69,23178.0,14.502
2017-01-28,919.8109741210938,923.9110107421876,919.8109741210938,921.5900268554688,68979600.0,14866260449.0,877383.0,9.474,3.12465583717307e+18,0.456,,,,21300.0,14.175
2017-01-29,922.0670166015624,923.4180297851562,919.1480102539062,919.4959716796876,60851700.0,14834377926.4,862409.0,8.623,3.03268315971232e+18,0.454,,,,20789.0,13.656
2017-01-30,920.1510009765624,923.0479736328124,919.4739990234376,920.3820190429688,78227296.0,14850351605.0,955029.0,10.0,3.07135569177011e+18,0.501,1189.85,11.88,2280.9,27170.0,13.474
2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,164582000.0,15659186515.2,959463.0,9.931,2.89908217321593e+18,0.444,1198.8,11.99,2278.87,23711.0,15.01
2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,150110000.0,15962015276.0,962207.0,7.5,3.41421415078471e+18,0.428,1210.0,11.81,2279.55,22600.0,15.935
2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.799987792969,145820992.0,16331615570.0,913874.0,9.172,3.54821423427216e+18,0.543,1224.05,11.93,2280.85,23547.0,16.599
2017-02-03,1011.460021972656,1033.869995117188,1008.789978027344,1029.910034179688,201278000.0,16625849488.9,970736.0,9.664,2.6392410051e+18,0.507,1213.05,10.97,2297.42,26694.0,16.931
2017-02-04,1031.329956054688,1045.900024414062,1015.159973144531,1042.900024414062,155064000.0,16837411920.0,952073.0,10.0,3.13592165547979e+18,0.494,,,,27112.0,15.271
2017-02-05,1043.52001953125,1043.630004882812,1022.369995117188,1027.339965820312,114208000.0,16588240156.6,957862.0,9.057,3.14710363099738e+18,0.474,,,,23530.0,15.271
2017-02-06,1028.400024414062,1044.640014648438,1028.160034179688,1038.150024414062,111762000.0,16764422010.3,979118.0,11.52,3.00692294800006e+18,0.685,1221.85,11.37,2292.56,29026.0,15.935
2017-02-07,1040.140014648438,1061.930053710938,1040.140014648438,1061.349975585938,146007008.0,17141080573.7,945598.0,9.536,2.77487216879613e+18,0.545,1231.0,11.29,2293.08,30138.0,15.271
2017-02-08,1062.319946289062,1078.969970703125,1037.489990234375,1063.069946289062,201855008.0,17170799127.1,961046.0,9.863,3.24300986832738e+18,0.535,1235.6,11.45,2294.67,26445.0,17.263
2017-02-09,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,407220000.0,16063448931.6,955947.0,8.521,3.32754213792317e+18,0.513,1241.75,10.88,2307.87,27886.0,19.919
2017-02-10,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,190452000.0,15973053724.9,967462.0,9.796,3.24981462092907e+18,0.451,1225.75,10.85,2316.1,26096.0,17.263
2017-02-11,988.8980102539062,1009.289978027344,982.8300170898438,1004.450012207031,102261000.0,16229677098.8,963578.0,10.36,3.04012876497868e+18,0.447,,,,26759.0,16.267
2017-02-12,1003.52001953125,1004.760009765625,996.9210205078124,999.1810302734376,67530000.0,16146290349.0,872376.0,10.286,2.91898225106354e+18,0.431,,,,27211.0,14.275
2017-02-13,998.885009765625,1002.099975585938,976.0020141601562,990.6420288085938,100607000.0,16010322102.8,910379.0,8.834,3.21837511142222e+18,0.472,1229.4,11.07,2328.25,24621.0,14.607
2017-02-14,991.7349853515624,1011.510009765625,986.4710083007812,1004.549987792969,137946000.0,16237219721.2,884650.0,8.521,3.68367407375353e+18,0.449,1229.65,10.74,2337.58,27568.0,14.275
2017-02-15,1006.210021972656,1008.840026855469,1001.580017089844,1007.47998046875,89759400.0,16286329281.8,940005.0,10.36,3.06515640323909e+18,0.458,1225.15,11.97,2349.25,26945.0,14.607
2017-02-16,1007.650024414062,1033.369995117188,1007.650024414062,1027.43994140625,122277000.0,16610905026.0,973865.0,9.536,3.11376702366003e+18,0.614,1236.75,11.76,2347.22,24357.0,14.939
2017-02-17,1026.119995117188,1053.170043945312,1025.640014648438,1046.2099609375,136474000.0,16916338976.0,968992.0,9.536,3.11035016236283e+18,0.541,1241.4,11.49,2351.16,26355.0,15.271
2017-02-18,1049.2099609375,1061.099975585938,1046.9599609375,1054.420043945312,99073504.0,17051064833.5,961896.0,9.536,3.31862416071003e+18,0.562,,,,21344.0,15.935
2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.869995117188,77423296.0,16946913345.7,930799.0,10.746,3.19774866763676e+18,0.54,,,,19946.0,13.943
2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,109478000.0,17468244508.0,951246.0,9.73,2.99191432097708e+18,0.595,1235.35,,,26113.0,15.935
2017-02-21,1079.280029296875,1117.25,1076.930053710938,1115.300048828125,186868992.0,18041455272.5,949585.0,10.435,3.11959276370855e+18,0.651,1228.7,11.57,2365.38,25187.0,17.927
2017-02-22,1114.800048828125,1125.390014648438,1100.550048828125,1117.43994140625,136100000.0,18077985665.3,977077.0,10.435,3.06788231872602e+18,0.719,1237.5,11.74,2362.82,26751.0,17.927
2017-02-23,1117.27001953125,1176.619995117188,1116.9599609375,1166.719970703125,189454000.0,18877442096.0,960629.0,9.6,3.02464128904301e+18,0.74,1237.35,11.71,2363.81,27929.0,19.255
2017-02-24,1172.7099609375,1200.390014648438,1131.9599609375,1173.680053710938,330759008.0,18992415818.2,971096.0,8.834,3.52457042348849e+18,0.777,1255.35,11.47,2367.34,37286.0,23.57
2017-02-25,1170.410034179688,1174.849975585938,1124.589965820312,1143.839965820312,139960992.0,18511906560.0,966249.0,8.623,3.62035353179157e+18,0.682,,,,24005.0,19.919
2017-02-26,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,116486000.0,18860247630.0,921668.0,8.09,3.83503154130826e+18,0.705,,,,27326.0,16.599
2017-02-27,1163.780029296875,1181.97998046875,1163.380004882812,1179.969970703125,131570000.0,19101427518.1,945066.0,10.0,3.59229419474272e+18,0.812,1256.25,12.09,2369.75,24703.0,17.927
2017-02-28,1180.719970703125,1193.25,1171.819946289062,1179.969970703125,184956000.0,19103684800.8,968151.0,9.412,3.25346232109564e+18,0.832,1251.9,12.92,2363.64,23501.0,17.927
2017-03-01,1180.0400390625,1222.5,1179.68994140625,1222.5,229056992.0,19794459607.5,979063.0,10.0,3.3032562971212e+18,0.875,1246.05,12.54,2395.96,25248.0,20.251
2017-03-02,1224.680053710938,1262.130004882812,1215.619995117188,1251.010009765625,368275008.0,20258543187.5,955529.0,9.172,3.38339658073832e+18,0.948,1243.3,11.81,2381.92,28277.0,23.57
2017-03-03,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,315739008.0,20649259918.8,985207.0,9.536,3.19545098747097e+18,0.978,1228.75,10.96,2383.12,31848.0,31.538
2017-03-04,1277.430053710938,1279.400024414062,1230.510009765625,1255.150024414062,183270000.0,20329978337.5,985821.0,10.909,3.44672538050798e+18,1.054,,,,24535.0,23.902
2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.119995117188,134127000.0,20526235270.0,983218.0,9.796,3.18665485688661e+18,0.974,,,,22507.0,21.247
2017-03-06,1267.469970703125,1276.0,1264.599975585938,1272.829956054688,153656992.0,20620991547.0,965450.0,10.141,3.28493618889726e+18,1.058,1231.15,11.24,2375.31,29476.0,21.247
2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,291256000.0,19824773912.0,974779.0,9.412,3.37017774749071e+18,1.03,1223.7,11.45,2368.39,31214.0,22.243
2017-03-08,1223.22998046875,1232.160034179688,1148.079956054688,1150.0,332603008.0,18635275050.0,979344.0,10.141,3.51574730399816e+18,0.942,1213.3,11.86,2362.98,28463.0,24.566
2017-03-09,1150.349975585938,1197.4599609375,1141.22998046875,1188.489990234375,212283008.0,19261188310.1,991715.0,9.73,3.33155211341258e+18,0.916,1204.6,12.3,2364.87,29362.0,22.575
2017-03-10,1189.359985351562,1270.469970703125,1077.25,1116.719970703125,563795968.0,18100188612.0,991738.0,9.231,3.46307379548299e+18,1.005,1196.55,11.66,2372.6,36952.0,31.206
2017-03-11,1116.319946289062,1193.829956054688,1116.319946289062,1175.829956054688,283320000.0,19060468861.8,997493.0,9.664,3.35194259619359e+18,0.906,,,,30193.0,27.222
2017-03-12,1176.619995117188,1226.97998046875,1175.359985351562,1221.380004882812,227176000.0,19801195767.0,960064.0,9.29,3.62926460090639e+18,1.031,,,,26226.0,19.919
2017-03-13,1221.780029296875,1237.369995117188,1217.030029296875,1231.920043945312,380276992.0,19974334865.0,982789.0,9.931,3.52395300518428e+18,0.994,1207.8,11.35,2373.47,27414.0,21.579
2017-03-14,1232.160034179688,1244.81005859375,1220.719970703125,1240.0,245306000.0,20107761880.0,962366.0,9.231,3.40014281445001e+18,1.024,1203.55,12.3,2365.45,27110.0,19.587
2017-03-15,1240.160034179688,1251.609985351562,1239.75,1249.609985351562,297804992.0,20265831337.2,983901.0,10.141,3.37297179448304e+18,1.008,1202.25,11.63,2385.26,25560.0,19.587
2017-03-16,1251.329956054688,1257.97998046875,1152.43994140625,1187.81005859375,638568000.0,19265847025.0,988177.0,9.412,3.35217126528653e+18,0.986,1225.6,11.21,2381.38,26412.0,19.919
2017-03-17,1180.160034179688,1180.160034179688,1099.569946289062,1100.22998046875,706598976.0,17847435956.5,995466.0,9.351,3.74731200528443e+18,0.947,1228.75,11.28,2378.25,28612.0,20.915
2017-03-18,1099.68994140625,1114.069946289062,957.655029296875,973.8179931640624,621302016.0,15798760668.4,941963.0,9.172,3.87646200492003e+18,0.856,,,,25964.0,23.57
2017-03-19,976.72998046875,1069.910034179688,976.72998046875,1036.739990234375,406648000.0,16821676707.0,888973.0,8.727,3.51952746471776e+18,0.797,,,,26859.0,20.915
2017-03-20,1037.239990234375,1063.030029296875,1036.680053710938,1054.22998046875,286529984.0,17107266418.3,977304.0,10.588,3.48809343417183e+18,0.905,1233.0,11.34,2373.47,30480.0,21.247
2017-03-21,1055.359985351562,1122.430053710938,1055.359985351562,1120.5400390625,337391008.0,18185299687.0,981921.0,10.141,3.34820851018444e+18,0.94,1232.05,12.47,2344.02,29659.0,20.251
2017-03-22,1120.650024414062,1120.650024414062,1014.210021972656,1049.140014648438,380840992.0,17028630158.2,982014.0,9.057,3.51955731352306e+18,0.892,1246.1,12.81,2348.45,32507.0,20.915
2017-03-23,1050.050048828125,1058.010009765625,1028.930053710938,1038.589965820312,248540000.0,16859314109.3,965006.0,9.73,3.56062291289553e+18,0.856,1247.9,13.12,2345.96,39969.0,19.587
2017-03-24,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,491038016.0,15220718764.2,869855.0,8.182,3.92406646466169e+18,0.798,1244.0,12.96,2343.98,30279.0,18.923
2017-03-25,936.5399780273438,975.760986328125,903.7130126953124,972.7789916992188,435803008.0,15794781101.6,939842.0,10.827,3.72120161606453e+18,0.701,,,,29728.0,21.247
2017-03-26,974.0150146484376,1007.960021972656,954.1859741210938,966.7249755859376,303668000.0,15698465530.7,674712.0,8.727,3.47434334360941e+18,0.678,,,,23985.0,17.595
2017-03-27,972.0549926757812,1046.400024414062,971.9840087890624,1045.77001953125,372535008.0,16983801540.8,900867.0,10.909,3.64317833990613e+18,0.842,1256.9,12.5,2341.59,25216.0,19.255
2017-03-28,1044.579956054688,1064.650024414062,1027.72998046875,1047.150024414062,326332000.0,17008241725.8,985601.0,9.29,3.50979732983676e+18,0.829,1253.65,11.53,2358.57,26462.0,17.927
2017-03-29,1046.079956054688,1055.130004882812,1015.880004882812,1039.969970703125,298457984.0,16893415155.9,973087.0,10.435,3.36550154256351e+18,0.777,1252.9,11.42,2361.13,24593.0,17.927
2017-03-30,1042.2099609375,1049.2900390625,1020.039978027344,1026.430053710938,352968992.0,16675587066.0,962467.0,8.78,3.71048366437188e+18,0.731,1250.9,11.54,2368.06,25723.0,16.931
2017-03-31,1026.640014648438,1074.920043945312,1026.640014648438,1071.7900390625,447287008.0,17414322807.7,960445.0,10.667,3.66727511850852e+18,0.886,1241.7,12.37,2362.72,24542.0,16.599
2017-04-01,1071.7099609375,1091.719970703125,1061.089965820312,1080.5,289633984.0,17557597716.0,967072.0,10.909,3.34464868139656e+18,0.807,,,,21680.0,16.762
2017-04-02,1080.609985351562,1107.589965820312,1075.449951171875,1102.170043945312,514187008.0,17911915755.0,824191.0,9.114,3.68505645897909e+18,0.807,,,,21011.0,15.932
2017-04-03,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,580444032.0,18591158322.7,878204.0,8.182,4.14638608346888e+18,0.869,1246.25,12.38,2358.84,25315.0,17.726
2017-04-04,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,436310016.0,18421262062.5,977778.0,11.52,3.63652199013716e+18,0.894,1258.65,11.79,2360.16,26979.0,18.069
2017-04-05,1134.140014648438,1135.089965820312,1113.630004882812,1124.780029296875,414784000.0,18285857774.5,966776.0,8.889,3.61105674281464e+18,0.843,1252.5,12.89,2352.95,28967.0,17.083
2017-04-06,1125.81005859375,1188.369995117188,1125.81005859375,1182.680053710938,511222016.0,19229356147.2,977662.0,9.796,3.72752536639653e+18,0.889,1253.75,12.39,2357.49,28251.0,17.239
2017-04-07,1178.93994140625,1186.579956054688,1163.390014648438,1176.900024414062,317022016.0,19137747435.0,977503.0,8.889,3.75751424476617e+18,0.906,1264.3,12.87,2355.54,29445.0,17.239
2017-04-08,1172.650024414062,1184.97998046875,1162.579956054688,1175.949951171875,209312000.0,19124327856.2,974347.0,10.511,3.97137228255119e+18,0.899,,,,23272.0,17.405
2017-04-09,1176.569946289062,1197.2099609375,1171.859985351562,1187.869995117188,242343008.0,19320511927.2,925379.0,9.057,3.73990668210988e+18,0.843,,,,22661.0,16.585
2017-04-10,1187.300048828125,1190.339965820312,1179.0400390625,1187.130004882812,215883008.0,19310642460.1,917483.0,9.796,3.66071725595327e+18,0.872,1253.6,14.05,2357.16,26562.0,17.737
2017-04-11,1187.4599609375,1208.069946289062,1187.4599609375,1205.010009765625,216182000.0,19604036562.8,962749.0,8.623,4.03814055284566e+18,0.892,1255.7,15.07,2353.78,28441.0,18.722
2017-04-12,1204.81005859375,1207.140014648438,1196.760009765625,1200.369995117188,288702016.0,19530680103.5,982484.0,10.141,3.78903064847739e+18,0.93,1272.3,15.77,2344.93,29250.0,17.892
2017-04-13,1201.02001953125,1205.890014648438,1156.43994140625,1169.280029296875,351968992.0,19026699552.0,972897.0,11.339,3.57635175343541e+18,1.129,1286.1,15.96,2328.95,27278.0,17.892
2017-04-14,1170.329956054688,1190.800048828125,1159.7900390625,1167.5400390625,254827008.0,19000400017.5,995026.0,10.36,3.29975467873371e+18,0.962,,,,25953.0,15.932
2017-04-15,1167.300048828125,1188.0,1164.9599609375,1172.52001953125,203559008.0,19083656460.2,991618.0,9.6,3.86078431094689e+18,0.885,,,,22135.0,15.279
2017-04-16,1172.609985351562,1187.219970703125,1172.609985351562,1182.93994140625,183231008.0,19255408765.8,927336.0,9.863,3.81454289904922e+18,0.891,,,,23562.0,15.766
2017-04-17,1183.25,1194.900024414062,1172.650024414062,1193.910034179688,253206000.0,19436033389.9,930704.0,10.435,3.76564872963225e+18,0.878,,14.66,2349.01,28015.0,16.751
2017-04-18,1193.77001953125,1217.569946289062,1193.77001953125,1211.670043945312,270524000.0,19727334977.0,955457.0,9.863,3.56759280134759e+18,0.885,1285.0,14.42,2342.19,28770.0,18.877
2017-04-19,1212.130004882812,1215.510009765625,1205.079956054688,1210.2900390625,288060992.0,19707045564.5,984130.0,10.07,3.76942711459281e+18,0.822,1282.05,14.93,2338.17,26629.0,17.903
2017-04-20,1211.079956054688,1240.7900390625,1208.410034179688,1229.079956054688,315108000.0,20015137622.0,973907.0,10.435,3.65423803197974e+18,1.052,1279.9,14.15,2355.84,29974.0,17.073
2017-04-21,1229.420043945312,1235.93994140625,1215.56005859375,1222.050048828125,272167008.0,19903192286.2,975856.0,8.623,3.97576180377867e+18,0.93,1281.5,14.63,2348.69,28206.0,16.751
2017-04-22,1222.7099609375,1235.56005859375,1208.469970703125,1231.7099609375,249320000.0,20062753908.3,972950.0,9.931,3.96280553478912e+18,0.841,,,,27203.0,16.751
2017-04-23,1231.920043945312,1232.199951171875,1203.93994140625,1207.2099609375,258951008.0,19665994144.5,947548.0,9.412,3.91748589622108e+18,0.868,,,,25203.0,15.766
2017-04-24,1209.630004882812,1250.93994140625,1209.630004882812,1250.150024414062,235806000.0,20367443800.0,963007.0,11.613,3.86921102715555e+18,1.062,1271.8,10.84,2374.15,29644.0,17.073
2017-04-25,1250.449951171875,1267.579956054688,1249.969970703125,1265.489990234375,242556000.0,20619704236.5,965927.0,9.73,3.33539913389676e+18,1.059,1270.5,10.76,2388.61,33008.0,18.38
2017-04-26,1265.989990234375,1294.829956054688,1265.930053710938,1281.079956054688,329631008.0,20876159410.0,971772.0,9.412,3.95079844921162e+18,0.982,1264.95,10.85,2387.45,29463.0,20.527
2017-04-27,1281.880004882812,1319.699951171875,1281.300048828125,1317.72998046875,449196992.0,21475836448.0,967535.0,9.796,3.85866579509995e+18,1.136,1264.3,10.36,2388.77,32051.0,20.693
2017-04-28,1317.739990234375,1331.280029296875,1292.369995117188,1316.47998046875,527488992.0,21457669552.0,996592.0,10.588,3.6064597787987e+18,1.085,1265.55,10.82,2384.2,28213.0,20.195
2017-04-29,1317.839965820312,1327.199951171875,1315.2099609375,1321.7900390625,422705984.0,21547126640.2,971487.0,8.324,4.11706273505656e+18,1.003,,,,25838.0,18.556
2017-04-30,1321.869995117188,1347.910034179688,1314.920043945312,1347.890014648438,413115008.0,21975104908.9,971811.0,9.536,4.18090881128668e+18,0.947,,,,27459.0,18.058
2017-05-01,1348.300048828125,1434.319946289062,1348.300048828125,1421.599975585938,713624000.0,23179524919.2,977338.0,9.6,4.0323394690777e+18,1.074,,10.11,2388.33,34936.0,22.421
2017-05-02,1421.030029296875,1473.900024414062,1415.68994140625,1452.819946289062,477337984.0,23691443737.8,980155.0,9.114,3.97062807038045e+18,1.177,1255.8,10.59,2391.17,35501.0,26.32
2017-05-03,1453.780029296875,1492.77001953125,1447.489990234375,1490.089965820312,583795968.0,24301634925.3,995208.0,10.909,3.77899496187408e+18,1.226,1253.95,10.68,2388.13,31179.0,25.345
2017-05-04,1490.719970703125,1608.910034179688,1490.719970703125,1537.670043945312,933548992.0,25080858486.5,970964.0,8.571,3.85754410352368e+18,1.314,1235.85,10.46,2389.52,34255.0,34.118
2017-05-05,1540.869995117188,1618.030029296875,1530.31005859375,1555.449951171875,946035968.0,25373374562.9,961163.0,11.163,3.88391951792456e+18,1.501,1239.4,10.57,2399.29,29857.0,30.219
2017-05-06,1556.81005859375,1578.800048828125,1542.5,1578.800048828125,582529984.0,25757608890.0,964850.0,8.571,4.09618575032606e+18,1.25,,,,25032.0,24.37
2017-05-07,1579.469970703125,1596.719970703125,1559.760009765625,1596.7099609375,1080029952.0,26053077974.8,964754.0,8.623,4.25926399410267e+18,1.352,,,,26713.0,24.37
2017-05-08,1596.920043945312,1723.349975585938,1596.920043945312,1723.349975585938,1340320000.0,28123369330.2,968061.0,8.0,4.38795736174391e+18,1.388,1229.7,9.77,2399.38,29244.0,27.295
2017-05-09,1723.890014648438,1833.489990234375,1716.300048828125,1755.359985351562,1167920000.0,28649119972.3,987704.0,9.29,4.36887622143313e+18,1.548,1225.15,9.96,2396.92,44121.0,37.043
2017-05-10,1756.52001953125,1788.43994140625,1719.099975585938,1787.130004882812,915723008.0,29170965564.0,960083.0,9.73,4.0982696825263e+18,1.677,1222.95,10.21,2399.63,40934.0,34.118
2017-05-11,1780.369995117188,1873.930053710938,1755.349975585938,1848.569946289062,799489984.0,30176934750.8,961160.0,10.667,4.23057612652699e+18,1.708,1221.0,10.6,2394.44,35505.0,37.043
2017-05-12,1845.760009765625,1856.150024414062,1694.010009765625,1724.239990234375,740984000.0,28150631936.0,954498.0,9.351,3.92558428035462e+18,1.788,1227.9,10.4,2390.9,35985.0,42.892
2017-05-13,1723.119995117188,1812.989990234375,1651.079956054688,1804.910034179688,579635008.0,29471223857.4,955007.0,9.114,4.29474990648624e+18,1.556,,,,33174.0,45.816
2017-05-14,1800.859985351562,1831.420043945312,1776.619995117188,1808.910034179688,437196000.0,29540290793.7,975003.0,8.78,4.53458407314099e+18,1.432,,,,40474.0,38.992
2017-05-15,1808.43994140625,1812.800048828125,1708.5400390625,1738.430053710938,731529024.0,28392885375.4,970629.0,8.471,4.78852245643874e+18,1.713,1231.5,10.42,2402.32,32997.0,51.665
2017-05-16,1741.699951171875,1785.93994140625,1686.5400390625,1734.449951171875,959044992.0,28330874003.4,973878.0,10.909,4.21848146712902e+18,2.51,1234.05,10.65,2400.67,35688.0,46.791
2017-05-17,1726.72998046875,1864.050048828125,1661.910034179688,1839.089965820312,1064729984.0,30043626195.3,981799.0,9.29,3.92497651871268e+18,2.74,1244.6,15.59,2357.03,33543.0,39.967
2017-05-18,1818.699951171875,1904.47998046875,1807.119995117188,1888.650024414062,894321024.0,30856574835.0,974527.0,10.141,4.22749307264561e+18,2.494,1261.35,14.66,2365.72,33534.0,35.093
2017-05-19,1897.369995117188,2004.52001953125,1890.25,1987.7099609375,1157289984.0,32479082014.5,971178.0,8.78,4.10190034783519e+18,2.667,1251.85,12.04,2381.73,34239.0,40.942
2017-05-20,1984.239990234375,2084.72998046875,1974.920043945312,2084.72998046875,961336000.0,34068630558.5,967130.0,8.727,4.70759689753731e+18,2.186,,,,32852.0,38.992
2017-05-21,2067.030029296875,2119.080078125,2037.5,2041.199951171875,1147859968.0,33361091114.4,990281.0,9.796,4.30800715020234e+18,2.214,,,,34900.0,42.892
2017-05-22,2043.18994140625,2303.89990234375,2017.869995117188,2173.39990234375,1942220032.0,35525744380.0,966717.0,9.863,4.06807823599543e+18,2.667,1255.25,10.93,2394.02,44720.0,65.312
2017-05-23,2191.56005859375,2320.820068359375,2178.5,2320.419921875,1378749952.0,37933704065.5,978602.0,8.571,4.6580247895442e+18,2.813,1259.9,10.72,2398.42,48940.0,69.211
2017-05-24,2321.3701171875,2523.719970703125,2321.3701171875,2443.639892578125,1725379968.0,39952841999.0,970465.0,9.351,4.63189655956907e+18,3.324,1251.35,10.02,2404.39,47492.0,74.085
2017-05-25,2446.239990234375,2763.7099609375,2285.300048828125,2304.97998046875,2406700032.0,37690456715.0,976793.0,8.834,4.84487063321683e+18,3.661,1257.1,9.99,2415.07,51057.0,97.481
2017-05-26,2320.889892578125,2573.7900390625,2071.989990234375,2202.419921875,1763480064.0,36017660893.5,958692.0,9.412,4.69621103555643e+18,3.351,1265.0,9.81,2415.82,49914.0,76.035
2017-05-27,2196.27001953125,2260.199951171875,1855.829956054688,2038.869995117188,1700480000.0,33347170525.4,991378.0,8.571,4.5581548947702e+18,3.285,,,,39077.0,67.262
